Date,Open,High,Low,Close,Adj Close,Volume
2017-08-04,247.52000427246094,247.7899932861328,246.97000122070312,247.41000366210938,223.1999969482422,60191800
2017-08-07,247.49000549316406,247.8699951171875,247.3699951171875,247.8699951171875,223.61497497558594,31995000
2017-08-08,247.50999450683594,248.91000366210938,246.8300018310547,247.25999450683594,223.06466674804688,61719400
2017-08-09,246.47000122070312,247.30999755859375,246.05999755859375,247.25,223.05564880371094,62632600
2017-08-10,246.2899932861328,246.44000244140625,243.6999969482422,243.75999450683594,219.90711975097656,120479500
2017-08-11,244.02000427246094,244.8000030517578,243.75,244.1199951171875,220.23191833496094,74869900
2017-08-14,245.58999633789062,246.7899932861328,245.5500030517578,246.5399932861328,222.4151153564453,73291900
2017-08-15,246.97999572753906,247.0,246.16000366210938,246.50999450683594,222.3880157470703,55242700
2017-08-16,247.11000061035156,247.57000732421875,246.4499969482422,246.94000244140625,222.77598571777344,56715500
2017-08-17,246.24000549316406,246.60000610351562,243.08999633789062,243.08999633789062,219.30270385742188,128490400
2017-08-18,242.89999389648438,244.19000244140625,242.1999969482422,242.7100067138672,218.9599151611328,136748000
2017-08-21,242.63999938964844,243.1999969482422,241.8300018310547,242.89999389648438,219.13131713867188,65469700
2017-08-22,243.57000732421875,245.6199951171875,243.5500030517578,245.44000244140625,221.42274475097656,63140100
2017-08-23,244.3300018310547,245.0500030517578,244.16000366210938,244.55999755859375,220.62884521484375,50203800
2017-08-24,245.0,245.17999267578125,243.75,243.99000549316406,220.11463928222656,50741700
2017-08-25,244.89999389648438,245.61000061035156,244.38999938964844,244.55999755859375,220.62884521484375,64445900
2017-08-28,245.1699981689453,245.1999969482422,244.08999633789062,244.57000732421875,220.63787841796875,40565600
2017-08-29,243.05999755859375,245.14999389648438,242.92999267578125,244.85000610351562,220.89051818847656,51135700
2017-08-30,244.8300018310547,246.32000732421875,244.6199951171875,246.00999450683594,221.93698120117188,62030800
2017-08-31,246.72000122070312,247.77000427246094,246.0500030517578,247.49000549316406,223.2721710205078,103803900
2017-09-01,247.9199981689453,248.3300018310547,247.6699981689453,247.83999633789062,223.58790588378906,62007000
2017-09-05,247.25999450683594,247.52000427246094,244.9499969482422,246.05999755859375,221.98211669921875,91398800
2017-09-06,246.83999633789062,247.27999877929688,246.22999572753906,246.89999389648438,222.73985290527344,57916900
2017-09-07,247.25,247.27000427246094,246.39999389648438,246.8699951171875,222.71279907226562,58034700
2017-09-08,246.5399932861328,247.11000061035156,246.3000030517578,246.5800018310547,222.45123291015625,63832800
2017-09-11,248.0399932861328,249.3000030517578,248.02000427246094,249.2100067138672,224.82386779785156,71364800
2017-09-12,249.6300048828125,250.08999633789062,249.4199981689453,250.0500030517578,225.5816192626953,56896000
2017-09-13,249.72000122070312,250.2100067138672,249.58999633789062,250.1699981689453,225.6898956298828,59228000
2017-09-14,249.8000030517578,250.32000732421875,249.60000610351562,250.08999633789062,225.6177215576172,95446300
2017-09-15,248.69000244140625,249.2899932861328,248.57000732421875,249.19000244140625,225.92141723632812,95432400
2017-09-18,249.61000061035156,250.1199951171875,249.27999877929688,249.72000122070312,226.40199279785156,46235200
2017-09-19,250.0,250.07000732421875,249.60000610351562,249.97000122070312,226.62863159179688,47108100
2017-09-20,250.07000732421875,250.19000244140625,248.9199981689453,250.05999755859375,226.71023559570312,59574100
2017-09-21,249.8800048828125,249.97999572753906,249.19000244140625,249.38999938964844,226.10279846191406,48211400
2017-09-22,249.0500030517578,249.6300048828125,249.02000427246094,249.44000244140625,226.1481170654297,51214000
2017-09-25,249.14999389648438,249.5500030517578,248.0800018310547,248.92999267578125,225.6857147216797,57064400
2017-09-26,249.4199981689453,249.6999969482422,248.80999755859375,249.0800018310547,225.8217315673828,54082000
2017-09-27,249.8800048828125,250.49000549316406,248.8699951171875,250.0500030517578,226.7011260986328,81001400
2017-09-28,249.72999572753906,250.44000244140625,249.6300048828125,250.35000610351562,226.97315979003906,44778800
2017-09-29,250.33999633789062,251.32000732421875,250.1300048828125,251.22999572753906,227.77096557617188,85578000
2017-10-02,251.49000549316406,252.32000732421875,251.2899932861328,252.32000732421875,228.75921630859375,59023000
2017-10-03,252.32000732421875,252.88999938964844,252.22999572753906,252.86000061035156,229.248779296875,66810200
2017-10-04,252.69000244140625,253.44000244140625,252.55999755859375,253.16000366210938,229.520751953125,55953600
2017-10-05,253.5399932861328,254.67999267578125,253.1999969482422,254.66000366210938,230.8806915283203,63522800
2017-10-06,254.14999389648438,254.6999969482422,253.85000610351562,254.3699951171875,230.61776733398438,80646000
2017-10-09,254.6300048828125,254.6999969482422,253.64999389648438,253.9499969482422,230.23699951171875,35803100
2017-10-10,254.60000610351562,255.0500030517578,253.97999572753906,254.6199951171875,230.84437561035156,43057400
2017-10-11,254.50999450683594,255.02000427246094,254.32000732421875,255.02000427246094,231.20704650878906,47674300
2017-10-12,254.66000366210938,255.05999755859375,254.3699951171875,254.63999938964844,230.86253356933594,47065100
2017-10-13,255.13999938964844,255.27000427246094,254.63999938964844,254.9499969482422,231.14358520507812,54800400
2017-10-16,255.2100067138672,255.50999450683594,254.82000732421875,255.2899932861328,231.45184326171875,38221700
2017-10-17,255.22999572753906,255.52000427246094,254.97999572753906,255.47000122070312,231.6150360107422,31561000
2017-10-18,255.89999389648438,255.9499969482422,255.5,255.72000122070312,231.84169006347656,40888300
2017-10-19,254.8300018310547,255.8300018310547,254.35000610351562,255.7899932861328,231.90516662597656,61903800
2017-10-20,256.70001220703125,257.1400146484375,255.77000427246094,257.1099853515625,233.1019287109375,89176400
2017-10-23,257.4800109863281,257.510009765625,256.0199890136719,256.1099853515625,232.19528198242188,63915300
2017-10-24,256.6000061035156,256.8299865722656,256.1499938964844,256.55999755859375,232.60325622558594,66935900
2017-10-25,256.17999267578125,256.30999755859375,254.0,255.2899932861328,231.45184326171875,103715300
2017-10-26,255.99000549316406,256.29998779296875,255.47999572753906,255.6199951171875,231.75100708007812,69798000
2017-10-27,256.4700012207031,257.8900146484375,255.6300048828125,257.7099914550781,233.64588928222656,85562500
2017-10-30,256.4700012207031,257.6000061035156,256.4100036621094,256.75,232.77549743652344,54285700
2017-10-31,257.17999267578125,257.44000244140625,256.80999755859375,257.1499938964844,233.1381378173828,60304800
2017-11-01,258.0400085449219,258.42999267578125,257.07000732421875,257.489990234375,233.44642639160156,54202700
2017-11-02,257.4100036621094,257.75,256.19000244140625,257.5899963378906,233.537109375,56449500
2017-11-03,257.7699890136719,258.5,257.29998779296875,258.45001220703125,234.31680297851562,59589700
2017-11-06,258.29998779296875,259.0,258.2200012207031,258.8500061035156,234.679443359375,49652600
2017-11-07,258.9700012207031,259.3500061035156,258.0899963378906,258.6700134277344,234.51625061035156,57502200
2017-11-08,258.4700012207031,259.2200012207031,258.1499938964844,259.1099853515625,234.91514587402344,50469600
2017-11-09,257.7300109863281,258.3900146484375,256.3599853515625,258.1700134277344,234.06295776367188,95085500
2017-11-10,257.7300109863281,258.2900085449219,257.3699951171875,258.0899963378906,233.9904022216797,59984700
2017-11-13,257.30999755859375,258.5899963378906,257.2699890136719,258.3299865722656,234.2079620361328,50228600
2017-11-14,257.4100036621094,257.8500061035156,256.5199890136719,257.7300109863281,233.6640167236328,61315200
2017-11-15,256.6199951171875,257.2200012207031,255.6300048828125,256.44000244140625,232.49449157714844,80811500
2017-11-16,257.5199890136719,259.0400085449219,257.4700012207031,258.6199951171875,234.47091674804688,67777000
2017-11-17,258.2200012207031,258.5899963378906,257.7699890136719,257.8599853515625,233.78187561035156,75756800
2017-11-20,258.1400146484375,258.5199890136719,257.8599853515625,258.29998779296875,234.18077087402344,48075500
2017-11-21,259.17999267578125,260.20001220703125,258.260009765625,259.989990234375,235.7129669189453,69176800
2017-11-22,260.0,260.1499938964844,259.57000732421875,259.760009765625,235.5044403076172,45033400
2017-11-24,260.32000732421875,260.4800109863281,260.1600036621094,260.3599853515625,236.04843139648438,27856500
2017-11-27,260.4100036621094,260.75,260.0,260.2300109863281,235.9305419921875,52274900
2017-11-28,260.760009765625,262.8999938964844,260.6499938964844,262.8699951171875,238.3240509033203,98971700
2017-11-29,263.0199890136719,263.6300048828125,262.20001220703125,262.7099914550781,238.17901611328125,77512100
2017-11-30,263.760009765625,266.04998779296875,263.6700134277344,265.010009765625,240.2642059326172,127894400
2017-12-01,264.760009765625,265.30999755859375,260.760009765625,264.4599914550781,239.76553344726562,164390900
2017-12-04,266.30999755859375,266.79998779296875,264.0799865722656,264.1400146484375,239.4755096435547,94040600
2017-12-05,263.19000244140625,265.1499938964844,263.0400085449219,263.19000244140625,238.6141815185547,77994500
2017-12-06,263.29998779296875,263.7300109863281,262.7099914550781,263.239990234375,238.65951538085938,75898600
2017-12-07,264.07000732421875,264.42999267578125,262.94000244140625,264.07000732421875,239.4120330810547,77218600
2017-12-08,265.1600036621094,265.5199890136719,264.0299987792969,265.510009765625,240.7175750732422,76563900
2017-12-11,266.30999755859375,266.3800048828125,265.4800109863281,266.30999755859375,241.44281005859375,83077500
2017-12-12,267.2099914550781,267.32000732421875,266.3500061035156,266.7799987792969,241.86895751953125,85195800
2017-12-13,267.05999755859375,267.55999755859375,266.6499938964844,266.75,241.8417205810547,102905400
2017-12-14,267.0899963378906,267.2200012207031,265.6000061035156,265.6600036621094,240.85354614257812,100666700
2017-12-15,265.45001220703125,267.0400085449219,265.3900146484375,266.510009765625,242.85923767089844,144610300
2017-12-18,268.1000061035156,268.6000061035156,267.9800109863281,268.20001220703125,244.39926147460938,83653600
2017-12-19,268.4800109863281,268.5299987792969,267.0899963378906,267.1700134277344,243.46063232421875,82382900
2017-12-20,268.2699890136719,268.3299865722656,266.69000244140625,267.0299987792969,243.33309936523438,76751500
2017-12-21,267.739990234375,268.3900146484375,267.29998779296875,267.5799865722656,243.83424377441406,67032300
2017-12-22,267.6000061035156,267.6400146484375,266.8999938964844,267.510009765625,243.7705078125,78720900
2017-12-26,267.04998779296875,267.44000244140625,266.8900146484375,267.19000244140625,243.4788055419922,45244400
2017-12-27,267.3800048828125,267.7300109863281,267.010009765625,267.32000732421875,243.59735107421875,57751000
2017-12-28,267.8900146484375,267.9200134277344,267.45001220703125,267.8699951171875,244.0985107421875,45116100
2017-12-29,268.5299987792969,268.54998779296875,266.6400146484375,266.8599853515625,243.17816162109375,96007400
2018-01-02,267.8399963378906,268.80999755859375,267.3999938964844,268.7699890136719,244.91868591308594,86655700
2018-01-03,268.9599914550781,270.6400146484375,268.9599914550781,270.4700012207031,246.46774291992188,90070400
2018-01-04,271.20001220703125,272.1600036621094,270.5400085449219,271.6099853515625,247.50660705566406,80636400
2018-01-05,272.510009765625,273.55999755859375,271.95001220703125,273.4200134277344,249.15599060058594,83524000
2018-01-08,273.30999755859375,274.1000061035156,272.9800109863281,273.9200134277344,249.6116485595703,57319200
2018-01-09,274.3999938964844,275.25,274.0799865722656,274.5400085449219,250.1766357421875,57254000
2018-01-10,273.67999267578125,274.4200134277344,272.9200134277344,274.1199951171875,249.79388427734375,69574300
2018-01-11,274.75,276.1199951171875,274.55999755859375,276.1199951171875,251.61636352539062,62361500
2018-01-12,276.4200134277344,278.1099853515625,276.0799865722656,277.9200134277344,253.25669860839844,90816100
2018-01-16,279.3500061035156,280.0899963378906,276.17999267578125,276.9700012207031,252.3909454345703,106555100
2018-01-17,278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,254.79669189453125,113258800
2018-01-18,279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,254.3683624267578,100728000
2018-01-19,279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,255.5257110595703,140920100
2018-01-22,280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,257.60333251953125,91322400
2018-01-23,282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,258.1501159667969,97084700
2018-01-24,284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,258.0498352050781,134816100
2018-01-25,284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,258.1592102050781,84587300
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,261.1480712890625,107743100
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,259.4167785644531,90118300
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,256.7558898925781,131796400
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,256.88348388671875,108364800
2018-02-01,281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,256.5919189453125,90102500
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,251.0059051513672,173174800
2018-02-05,273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,240.5081787109375,294681800
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,245.24676513671875,355026800
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,243.91627502441406,167376100
2018-02-08,268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,234.7672882080078,246449500
2018-02-09,260.79998779296875,263.6099853515625,252.9199981689453,261.5,238.2938232421875,283565300
2018-02-12,263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,241.79307556152344,143736000
2018-02-13,263.9700012207031,266.6199951171875,263.30999755859375,266.0,242.39451599121094,81223600
2018-02-14,264.30999755859375,270.0,264.29998779296875,269.5899963378906,245.66587829589844,120735700
2018-02-15,271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,248.8006591796875,111200300
2018-02-16,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,248.8734893798828,160420100
2018-02-20,272.0299987792969,273.6700134277344,270.5,271.3999938964844,247.3152618408203,86369700
2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,246.0850830078125,98883700
2018-02-22,271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,246.4039764404297,110511300
2018-02-23,271.7900085449219,274.7099914550781,271.25,274.7099914550781,250.33151245117188,92766400
2018-02-26,275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,253.2384033203125,86491400
2018-02-27,278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,250.0763702392578,99099200
2018-02-28,275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,247.54302978515625,121907800
2018-03-01,271.4100036621094,273.1700134277344,266.0,267.70001220703125,243.943603515625,176855100
2018-03-02,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,245.20115661621094,139083200
2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,248.03514099121094,97307400
2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,248.6639404296875,79213200
2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,248.57278442382812,87063500
2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,249.77566528320312,66901200
2018-03-09,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,254.12237548828125,113625300
2018-03-12,279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,253.8033905029297,71924800
2018-03-13,279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,252.1631622314453,91968900
2018-03-14,277.80999755859375,278.0199890136719,274.6700134277344,275.29998779296875,250.86911010742188,105895100
2018-03-15,275.8800048828125,276.6099853515625,274.42999267578125,275.0,250.59579467773438,83433000
2018-03-16,274.5,275.3900146484375,274.1400146484375,274.20001220703125,250.8675079345703,100343700
2018-03-19,273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,247.47314453125,109208400
2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,247.89413452148438,59757300
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,247.41830444335938,78709600
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,241.23355102539062,148785900
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,236.0917510986328,183534800
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,242.55099487304688,141956100
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,238.42481994628906,129941400
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,237.72032165527344,146452300
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,240.7577667236328,111601600
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,235.5611114501953,186286300
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,238.580322265625,119956900
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,241.13291931152344,123715300
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,243.03594970703125,82652600
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,237.61964416503906,179521200
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,238.79078674316406,105442900
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,242.58761596679688,103529000
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,241.31593322753906,91140200
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,243.30130004882812,68890500
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,242.58761596679688,85079200
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,244.5821075439453,63405300
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,247.19873046875,64682000
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,247.38180541992188,57303900
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,246.00942993164062,77655900
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,243.92335510253906,99953100
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,243.88681030273438,65558000
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,240.60226440429688,112885500
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,241.19692993164062,103840900
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,243.64889526367188,67731900
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,243.87765502929688,57053600
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,242.00210571289062,82182300
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,242.43209838867188,74203400
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,240.8035888671875,86368900
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,240.27285766601562,136311500
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,243.38357543945312,91222100
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,244.2069854736328,55304900
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,244.2069854736328,67499200
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,246.5674591064453,59666100
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,248.87301635742188,72063900
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,249.63238525390625,59871500
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,249.75135803222656,54790600
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,248.03134155273438,87036100
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,249.07427978515625,53942600
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,248.86390686035156,56536400
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,248.24169921875,64368000
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,250.1081085205078,58025900
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,249.412841796875,52966400
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,250.09906005859375,64694200
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,249.58663940429688,76043800
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,248.991943359375,56374800
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,246.12828063964844,115908600
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,249.412841796875,69678400
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,247.8848876953125,93519900
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,250.318603515625,71258400
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,251.50791931152344,45385200
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,251.69100952148438,51135000
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,253.79525756835938,62732200
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,253.76773071289062,72969400
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,254.51800537109375,72139700
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,254.8564910888672,58892500
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,255.18592834472656,72329000
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,254.3716278076172,79070600
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,255.01210021972656,77097600
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,254.68673706054688,120041600
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,254.1627960205078,52917600
2018-06-19,274.0,275.75,273.5299987792969,275.5,253.18870544433594,97531500
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,253.6206512451172,53785500
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,252.03065490722656,71061400
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,252.49029541015625,54898500
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,249.0531768798828,137854200
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,249.60458374023438,68547400
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,247.53675842285156,105110700
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,248.95208740234375,76650500
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,249.31045532226562,97592500
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,249.84353637695312,63554800
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,248.96124267578125,42187100
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,250.9922637939453,56925900
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,253.11517333984375,66493700
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,255.3943328857422,50550400
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,256.3134460449219,51966800
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,254.4385986328125,77054700
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,256.7452697753906,60124700
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,256.9475402832031,48216000
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,256.71771240234375,48201000
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,257.7562255859375,52315500
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,258.2984619140625,44593500
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,257.32427978515625,61412100
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,257.03021240234375,82337700
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,257.508056640625,47047600
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,258.8038635253906,68026900
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,261.0094909667969,78882900
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,260.393798828125,57919500
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,258.6292724609375,76768700
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,257.27838134765625,63742500
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,258.5465087890625,68570500
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,258.1146545410156,53853300
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,259.520751953125,63426400
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,260.6326904296875,53935400
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,261.58856201171875,39400900
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,262.452392578125,43196600
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,262.34210205078125,42114600
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,261.9837341308594,35717000
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,260.2283630371094,77076000
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,259.2542724609375,65732900
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,260.9084777832031,43842000
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,258.9601745605469,102925400
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,261.0554504394531,69967900
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,261.9744873046875,65618500
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,262.53509521484375,39807500
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,263.15081787109375,67272000
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,262.9946594238281,44993300
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,262.6454162597656,49204900
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,264.2260437011719,57487400
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,266.312255859375,57072400
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,266.4409484863281,46943500
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,267.8746032714844,61485500
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,266.79010009765625,61229500
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,266.79931640625,66140800
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,266.3398132324219,57594400
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,265.62298583984375,72452400
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,264.823486328125,65909900
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,264.3088073730469,73524800
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,264.768310546875,50210900
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,265.6413879394531,50530500
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,265.7057189941406,59810800
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,267.2772521972656,51034200
